Semester,Video Title,Songs,Upload Date,URL
Fall 2024,Cruisin' for a Bruisin' (OrCARsis),"Cruisin' for a Bruisin' by Grace Phipps, Jason Evigan, and Ross Lynch",20241209,https://www.youtube.com/watch?v=RHABlZoUMNU
Fall 2024,Finale (OrCARsis),Shut up and drive by Rihanna,20241209,https://www.youtube.com/watch?v=1DhafjrLbTE
Fall 2024,Bad Girls (OrCARsis),Bad Girls by M.I.A.,20241209,https://www.youtube.com/watch?v=699avBGS-EE
Fall 2024,Gas Pedal - Choreographer Interlude (OrCARsis),Gas pedal by Sage the Gemini,20241209,https://www.youtube.com/watch?v=74KJww0Qs0Y
Fall 2024,Only Girl (OrCARsis),Only girl in the world by Rihanna,20241209,https://www.youtube.com/watch?v=uABvMjpSIS8
Fall 2024,Dancin' with Myself (OrCARsis),Dancing with myself by billy idol and generation x,20241209,https://www.youtube.com/watch?v=qEkfHiVWeyM
Fall 2024,"Your Needs, My Needs (OrCARsis)","Your Needs, My Needs by Noah Kahan",20241209,https://www.youtube.com/watch?v=0qXi37ZBnRs
Fall 2024,White Ferrari (OrCARsis),White Ferrari by Frank Ocean,20241209,https://www.youtube.com/watch?v=zRPUr3qtQXw
Fall 2024,Vroom Vroom - Board Interlude (OrCARsis),Vroom Vroom by charli xcx,20241209,https://www.youtube.com/watch?v=5yoEQ372GJ8
Fall 2024,Not Strong Enough (OrCARsis),Not Strong Enough by boygenius,20241209,https://www.youtube.com/watch?v=CpL1KD0vF10
Fall 2024,Crazy In Love (OrCARsis),Crazy In Love by Beyoncé (Homecoming version),20241209,https://www.youtube.com/watch?v=zRW4jTEGvug
Fall 2024,SexyBack (OrCARsis),Sexyback by Justin Timberlake,20241209,https://www.youtube.com/watch?v=QtEGskWVHOE
Fall 2024,Paper Planes (OrCARsis),Paper Planes by MIA and Paper Planes by Scott Bradlee's Post Modern Jukebox,20241209,https://www.youtube.com/watch?v=MtYXrWqrCAg
Fall 2024,Francesca (OrCARsis),Francesca by Hozier,20241209,https://www.youtube.com/watch?v=O7D__SvwHuA
Fall 2024,Highway to Hell - Interlude (OrCARsis),highway to hell by ac/dc,20241209,https://www.youtube.com/watch?v=SrUTZlvfHJg
Fall 2024,Trustfall (OrCARsis),Trustfall by P!nk,20241209,https://www.youtube.com/watch?v=999ZBFpfKWo
Fall 2024,the boy is mine (OrCARsis),the boy is mine by Ariana Grande,20241209,https://www.youtube.com/watch?v=a1Rzni16yfs
Fall 2024,Fallin (OrCARsis),Fallin' by Alicia Keys,20241209,https://www.youtube.com/watch?v=3at-nK7BCcA
Fall 2024,Tokyo Drift - Interlude (OrCARsis),Tokyo Drift by Teriyaki Boyz,20241209,https://www.youtube.com/watch?v=PknWFJMktG4
Fall 2024,2024 Executive Board Speech (OrCARsis),N/A,20241209,https://www.youtube.com/watch?v=nHmfmuaR32A
Spring 2024,Venus- Senior Interlude (InterstellOrchesis),"""Venus"" by Lady Gaga",20240414,https://www.youtube.com/watch?v=VB3EKi4YUPg
Spring 2024,Alien Superstar- Choreographer Interlude (InterstellOrchesis),"""Alien Superstar"" by Beyoncé",20240414,https://www.youtube.com/watch?v=i7WHBqhexc0
Spring 2024,Step In Time (InterstellOrchesis),"""Step In Time"" by Mary Poppins Cast",20240414,https://www.youtube.com/watch?v=RGj_euRXC3w
Spring 2024,Snow Angel (InterstellOrchesis),"""Snow Angel"" by Reneé Rapp",20240414,https://www.youtube.com/watch?v=FQLazIApmXg
Spring 2024,Sweet Dreams (InterstellOrchesis),"""Sweet Dreams"" by Beyoncé",20240414,https://www.youtube.com/watch?v=3amZXa1d2U8
Spring 2024,Poker Face (InterstellOrchesis),"""Poker Face"" by Lady Gaga",20240414,https://www.youtube.com/watch?v=3l7klpxICds
Spring 2024,Can't Touch It (InterstellOrchesis),"""Can't Touch It"" by Ricki-Lee",20240414,https://www.youtube.com/watch?v=5TUM0_6dj3U
Spring 2024,E.T.- Interlude (InterstellOrchesis),"""E.T."" by Katy Perry",20240414,https://www.youtube.com/watch?v=7-p93j_qCPI
Spring 2024,I Did Something Bad... Don't Blame Me (InterstellOrchesis),"""I Did Something Bad"" and ""Don't Blame Me"" by Taylor Swift",20240414,https://www.youtube.com/watch?v=gXdjne8TQr0
Spring 2024,View Between Villages (InterstellOrchesis),"""View Between Villages"" by Noah Kahan",20240414,https://www.youtube.com/watch?v=D45CpTbAXXM
Spring 2024,Let The Light In (InterstellOrchesis),"""Let The Light In"" (feat. Father John Misty) by Lana Del Ray",20240414,https://www.youtube.com/watch?v=dDFWAURpGMc
Spring 2024,InterstellOrchesis Executive Board Speech,N/A,20240414,https://www.youtube.com/watch?v=LXArC41UQGQ
Spring 2024,Dem Beats (InterstellOrchesis),"""Dem Beats"" by Todrick Hall and RuPaul",20240414,https://www.youtube.com/watch?v=tQuH4QKSGpc
Spring 2024,All-American Bitch (InterstellOrchesis),"""All-American Bitch"" by Olivia Rodrigo",20240414,https://www.youtube.com/watch?v=1_hjpL_mxDU
Spring 2024,Intergalactic- Interlude (InterstellOrchesis),"""Intergalactic"" by Beastie Boys",20240414,https://www.youtube.com/watch?v=wc6jrUiUX24
Spring 2024,Starships- Finale (InterstellOrchesis),"""Starships"" by Nicki Minaj",20240415,https://www.youtube.com/watch?v=_QoCzklHgw4
Spring 2024,Lie (InterstellOrchesis),"""Lie"" by BTS",20240415,https://www.youtube.com/watch?v=aXewAnWOzCk
Spring 2024,Girls Against God (InterstellOrchesis),"""Girls Against God"" by Florence + The Machine",20240415,https://www.youtube.com/watch?v=MzFLWORzvDM
Spring 2024,Bennie and the Jets (InterstellOrchesis),"""Bennie and the Jets"" by Elton John",20240415,https://www.youtube.com/watch?v=GRy-a12buOY
Spring 2024,Love on the Brain (InterstellOrchesis),"""Love on the Brain"" by Rhianna",20240415,https://www.youtube.com/watch?v=17ETnafb1hI
